,,,,,,,Screen Specifications,,,,,,,PC Specifications,,,,,,License Details,,,,,Remote Access,,,Remarks / Status,,,,Maxis Details,,,,,,,,,,
,No,Sub-no,Group,Sub-group,Screens no,Screen,Display SKU,Brand,Size,Reso,Player SKU,Status,checks,Model,Processor,RAM,Storage,HDMI,Internet,current label,Screen Location,Display ID,CS License,EN/BM,anydesk,password,Teamviewer,Remark,,issue,CIX PIC,Maxis Centre,Maxis Centre,Type,Region,State,Locality,Store Format,Shop or Kiosk ,Address,PIC,Contact No.
,,,,,,,MVD25-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,MVD25-00 ,N/A,N/A,1920x1080,MP2512-0156,Assigned,,NUC,Intel core 3 100U,8,250,HDMI,WiFi,Transparent Screen,Mid store,692,One Utama MCP-EN 22 - Transparent Screen,EN ,1548693118,cl1ck1x123,1857674904,,,,,,,,,,,,,,,
646,1,1,1,1,6,1,MVD25-00001,LG,"55""",1920x1080,MMP25-00001,Assigned,,Emboss,i3-3,4,240,VGA-HDMI,LAN,Zerolution/Demo TV,Right -1 ,2,TTDI MC-EN 01 - Demo TV,EN,1012362106,cl1ck1x123,,Demo TV,,,adam,TTDI,MAXIS CENTRE TTDI - KUALA LUMPUR,MC,Central,KL,KL,High Street,0,"No 25, Ground Floor, Jalan Tun Mohd Fuad 3, Taman Tun Dr Ismail, 60000 KL",Columba James Lee Boon Xai,60109430149
647,1,2,1,1,6,2,MVD25-00002,Sharp,"50""",1080x1920,MMP25-00002,Assigned,,HP,i5-4,4,240,DP-HDMI,LAN,MIRA,,3,TTDI MC-EN 02 - P1,EN,1305751430,cl1ck1x123,,MIRA,,,adam,TTDI,MAXIS CENTRE TTDI - KUALA LUMPUR,MC,Central,KL,KL,High Street,0,"No 25, Ground Floor, Jalan Tun Mohd Fuad 3, Taman Tun Dr Ismail, 60000 KL",Columba James Lee Boon Xai,60109430149
648,1,3,1,1,6,3,MVD25-00003,Sharp,"50""",1920x1080,MMP25-00003,Assigned,,HP,i5-4,4,240,DP-HDMI,LAN,Hotlink,,4,TTDI MC-EN 03 - Hotlink,EN,1746063554,cl1ck1x123,,P3,,,adam,TTDI,MAXIS CENTRE TTDI - KUALA LUMPUR,MC,Central,KL,KL,High Street,0,"No 25, Ground Floor, Jalan Tun Mohd Fuad 3, Taman Tun Dr Ismail, 60000 KL",Columba James Lee Boon Xai,60109430149
650,1,4,1,1,6,4,MVD25-00004,Sharp,"50""",1920x1080,MMP25-00004,Assigned,,HP,i5-4,4,240,DP-HDMI,LAN,Business,Business - 2,7,TTDI MC-EN 05 - Biz Right,EN,1582512331,cl1ck1x123,,P2-S,,,adam,TTDI,MAXIS CENTRE TTDI - KUALA LUMPUR,MC,Central,KL,KL,High Street,0,"No 25, Ground Floor, Jalan Tun Mohd Fuad 3, Taman Tun Dr Ismail, 60000 KL",Columba James Lee Boon Xai,60109430149
649,1,5,1,1,6,5,MVD25-00005,Sharp,"50""",1920x1080,MMP25-00005,Disposed,,HP,i5-4,4,240,DP-HDMI,LAN,Business,Business - 1,6,TTDI MC-EN 04 - Biz Left,EN,1403556899,cl1ck1x123,,P2-S,,,adam,TTDI,MAXIS CENTRE TTDI - KUALA LUMPUR,MC,Central,KL,KL,High Street,0,"No 25, Ground Floor, Jalan Tun Mohd Fuad 3, Taman Tun Dr Ismail, 60000 KL",Columba James Lee Boon Xai,60109430149
649,1,5,1,1,6,5,MVD25-00005,Sharp,"50""",1920x1080,MP2508-014,Assigned,,NUC,Core 3 ,8,240,HDMI,LAN,Business,Business - 1,6,TTDI MC-EN 04 - Biz Left,EN,1540200556,cl1ck1x123,,P2-S,,,adam,TTDI,MAXIS CENTRE TTDI - KUALA LUMPUR,MC,Central,KL,KL,High Street,0,"No 25, Ground Floor, Jalan Tun Mohd Fuad 3, Taman Tun Dr Ismail, 60000 KL",Columba James Lee Boon Xai,60109430149
651,1,6,1,1,6,6,MVD25-00006,Philips,"50""",1080x1920,MMP25-00006,Assigned,,Intel NUC,i5-11,8,240,HDMI,Wifi,Store Front,Window,4,TTDI MC-EN 06 - SF,EN,667935956,cl1ck1x123,,P1,,,adam,TTDI,MAXIS CENTRE TTDI - KUALA LUMPUR,MC,Central,KL,KL,High Street,0,"No 25, Ground Floor, Jalan Tun Mohd Fuad 3, Taman Tun Dr Ismail, 60000 KL",Columba James Lee Boon Xai,60109430149
578,2,7,1,2,3,1,MVD25-00007,LG,"88""",1080x3840,MMP25-00007,Assigned,,HP,i5-4,4,1000,DP-HDMI,LAN,MIRA,,48,Suria KLCC MC-EN 1 - MIRA,EN,1114878943,cl1ck1x123,,MIRA,,,adam,Suria KLCC,MAXIS CENTRE KLCC,Flagship,Central,KL,KL,Mall,0,"LOT 329-330, Level 3 Suria KLCC , KLCC , 50088 KL",Selvi Letchiman,60122770258
579,2,8,1,2,3,2,MVD25-00008,LED,tbc,4480x1200,MMP25-00008,Assigned,,Microstart International,i5-10,16,1400,DP-HDMI,LAN,LED,Right - Back,47,Suria KLCC MC-EN 2 - LED,EN,1904771673,cl1ck1x123,,LED,,,adam,Suria KLCC,MAXIS CENTRE KLCC,Flagship,Central,KL,KL,Mall,0,"LOT 329-330, Level 3 Suria KLCC , KLCC , 50088 KL",Selvi Letchiman,60122770258
580,2,9,1,2,3,3,MVD25-00009,Samsung,"65""",1920x1080,MMP25-00009,Assigned,,Dell,i5-4,4,120,DP-HDMI,Wifi-Dongle,Demo TV,,46,Suria KLCC MC-EN 3 - Demo TV,EN,1158227559,cl1ck1x123,,Demo TV,,,adam,Suria KLCC,MAXIS CENTRE KLCC,Flagship,Central,KL,KL,Mall,0,"LOT 329-330, Level 3 Suria KLCC , KLCC , 50088 KL",Selvi Letchiman,60122770258
633,3,10,1,3,10,1,MVD25-00010,LED,tbc,1280x240,MMP25-00010,Assigned,,Intel NUC,tbc,tbc,tbc,tbc,tbc,LED,SF,10,TRX MC-EN 1 - SF LED,EN,1658223038,cl1ck1x123,,synced,,,adam,TRX,MAXIS CENTRE THE EXCHANGE TRX,MC,Central,KL,KL,Mall,0,"Lot C. 33.0, Concourse Level, The Exchange TRX, Persiaran TRX, Tun Razak Exchange, 55188 Kuala Lumpur",Madhura Marippan,60122000648
634,3,11,1,3,10,2,MVD25-00011,Samsung,"65""",1024x768,MMP25-00011,Assigned,,HP,i5-4,4,240,DP-HDMI,LAN,Smart Home,,15,"TRX MC-EN 10 - Smart Home 65""",EN,1681572620,cl1ck1x123,,,,,adam,TRX,MAXIS CENTRE THE EXCHANGE TRX,MC,Central,KL,KL,Mall,0,"Lot C. 33.0, Concourse Level, The Exchange TRX, Persiaran TRX, Tun Razak Exchange, 55188 Kuala Lumpur",Madhura Marippan,60122000648
638,3,12,1,3,10,3,MVD25-00012,LG,"98""",1080x1920,MMP25-00012,Assigned,,HP,i5-4,4,240,DP-HDMI,LAN,Store Front,Right -1 ,12,TRX MC-EN 2 - SF 1x98,EN,1792844418,cl1ck1x123,,synced,,,adam,TRX,MAXIS CENTRE THE EXCHANGE TRX,MC,Central,KL,KL,Mall,0,"Lot C. 33.0, Concourse Level, The Exchange TRX, Persiaran TRX, Tun Razak Exchange, 55188 Kuala Lumpur",Madhura Marippan,60122000648
639,3,13,1,3,10,4,MVD25-00013,Philips,"55""",1080x1920,MMP25-00013,Assigned,,HP,i5-4,4,240,DP-HDMI,LAN,MIRA,,9,TRX MC-EN 3 - SF MIRA,EN,1836697521,cl1ck1x123,,,,,adam,TRX,MAXIS CENTRE THE EXCHANGE TRX,MC,Central,KL,KL,Mall,0,"Lot C. 33.0, Concourse Level, The Exchange TRX, Persiaran TRX, Tun Razak Exchange, 55188 Kuala Lumpur",Madhura Marippan,60122000648
92,119,339,3,14,7,7,MVD25-00339,Samsung,"65""",1920x1080,MMP25-00339,To be Disposed,1,HP,i5-2,4,250,DP-HDMI,LAN,Accessories,Right,191,All Seasons MC-EN 7 - P2 (Accessories),EN,1428340065,cl1ck1x123,,P2,,,,All Seasons,MAXIS CENTRE ALL SEASONS PLACE,MC,Northern,Penang,Island,High Street,Shop,"Lot No. 6H-1-17, Level 1, All Seasons Place, Lebuhraya Thean Teik, Bandar Baru Air Itam, 11500 Penang.",NUR EZZATI BINTI MAT AJI,60135176069
640,3,14,1,3,10,5,MVD25-00014,Philips,"42""",1080x1920,MP2601-0019,Assigned,,NUC,Core 3 ,8,250,HMDMI,WiFi ,Hotlink,,8,TRX MC-EN 4 - Hotlink,EN,1139065688,cl1ck1x123,,,,,adam,TRX,MAXIS CENTRE THE EXCHANGE TRX,MC,Central,KL,KL,Mall,0,"Lot C. 33.0, Concourse Level, The Exchange TRX, Persiaran TRX, Tun Razak Exchange, 55188 Kuala Lumpur",Madhura Marippan,60122000648
